,Time,Symbol,Product,Change,Change_ratio,den,den_up,den_sh,Total V_5m,TUp V_5m,TUp Vr_5m,Up Vd_5m,Up Vr_5m,Undef V_5m,Undef Vr_5m,move ticks_5m,Total V_15m,TUp V_15m,TUp Vr_15m,Up Vd_15m,Up Vr_15m,Undef V_15m,Undef Vr_15m,move ticks_15m,Total V_60m,TUp V_60m,TUp Vr_60m,Up Vd_60m,Up Vr_60m,Undef V_60m,Undef Vr_60m,move ticks_60m
0,2021-09-03 20:57:33.023309,QCLV21-QCLZ21,CRUDE OIL,-0.06,-1.73,0.08,0.0,0.08,48.0,34.0,0.71,34.0,0.71,0.0,0.0,-1.0,252.0,34.0,0.13,157.0,0.62,0.0,0.0,-1.0,741.0,238.0,0.32,381.0,0.51,0.0,0.0,-3.0
1,2021-09-03 20:55:50.076148,QCLM22-QCLZ22,CRUDE OIL,-0.06,-0.52,,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,14.0,0.16,30.0,0.34,0.0,0.0,0.0,123.0,21.0,0.17,39.0,0.32,0.0,0.0,-2.0
2,2021-09-03 20:57:37.233988,QCLU22-QCLZ22,CRUDE OIL,-0.03,-0.53,0.08,0.08,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,136.0,19.0,0.14,115.0,0.85,0.0,0.0,-1.0
3,2021-09-03 20:56:25.237800,QCLF22-QCLG22,CRUDE OIL,-0.01,-0.45,0.08,0.0,0.08,10.0,0.0,0.0,4.0,0.4,0.0,0.0,0.0,53.0,0.0,0.0,12.0,0.23,0.0,0.0,0.0,133.0,6.0,0.05,18.0,0.14,0.0,0.0,-1.0
4,2021-09-03 20:58:16.865169,QRBV21-QRBX21,RBOB GASOLINE,-0.0023,-0.62,0.75,0.58,0.17,157.0,45.0,0.29,69.0,0.44,0.0,0.0,3.0,602.0,347.0,0.58,339.0,0.56,0.0,0.0,15.0,2380.0,916.0,0.38,882.0,0.37,0.0,0.0,-12.0
5,2021-09-03 20:57:59.037855,QNGV21-QNGX21,NATURAL GAS,-0.001,-0.27,0.41,0.33,0.08,186.0,162.0,0.87,162.0,0.87,0.0,0.0,0.0,353.0,226.0,0.64,226.0,0.64,0.0,0.0,-1.0,995.0,503.0,0.51,521.0,0.52,0.0,0.0,-1.0
6,2021-09-03 20:56:23.314614,QNGG22-QNGH22,NATURAL GAS,-0.003,-0.23,0.08,0.08,0.0,42.0,23.0,0.55,29.0,0.69,0.0,0.0,-1.0,61.0,42.0,0.69,44.0,0.72,0.0,0.0,-1.0,293.0,182.0,0.62,178.0,0.61,0.0,0.0,0.0
7,2021-09-03 18:59:05.171560,QCLQ22-QCLV22,CRUDE OIL,-0.01,-0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-09-03 20:54:41.800702,QHOZ21-QHOZ22,NEW YORK HARBOR ULSD,-0.0024,-0.63,,,,2.0,2.0,1.0,1.0,0.5,0.0,0.0,0.0,3.0,2.0,0.67,1.0,0.33,0.0,0.0,3.0,8.0,2.0,0.25,2.0,0.25,0.0,0.0,0.0
9,2021-09-03 20:29:57.958000,@CCZ21-@CCH22,COCOA,-1.0,-0.25,,,,,,,,,,,,,,,,,,,,167.0,92.0,0.55,108.0,0.65,0.0,0.0,2.0
10,2021-09-03 20:56:25.178025,QCLX21-QCLF22,CRUDE OIL,-0.03,-0.8,0.08,0.0,0.08,149.0,1.0,0.01,1.0,0.01,0.0,0.0,-1.0,152.0,1.0,0.01,4.0,0.03,0.0,0.0,0.0,256.0,81.0,0.32,36.0,0.14,0.0,0.0,-2.0
11,2021-09-03 20:56:33.238795,QNGX21-QNGZ21,NATURAL GAS,0.0,0.0,0.08,0.0,0.08,35.0,0.0,0.0,28.0,0.8,0.0,0.0,0.0,213.0,1.0,0.0,67.0,0.31,0.0,0.0,0.0,266.0,38.0,0.14,104.0,0.39,0.0,0.0,-1.0
12,2021-09-03 20:56:05.280970,QCLV21-QCLZ22,CRUDE OIL,-0.16,-0.66,,,,5.0,3.0,0.6,3.0,0.6,0.0,0.0,-2.0,21.0,8.0,0.38,8.0,0.38,0.0,0.0,1.0,33.0,10.0,0.3,10.0,0.3,0.0,0.0,-8.0
13,2021-09-03 19:56:07.236347,QHOH22-QHOM22,NEW YORK HARBOR ULSD,-0.0018,-1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2021-09-03 20:38:54.762083,QCLQ22-QCLU22,CRUDE OIL,-0.01,-0.52,,,,,,,,,,,,,,,,,,,,18.0,0.0,0.0,10.0,0.56,0.0,0.0,0.0
15,2021-09-03 20:58:17.337000,@CTZ21-@CTH22,COTTON #2,0.12,0.84,0.33,0.25,0.08,45.0,38.0,0.84,36.0,0.8,2.0,0.04,5.0,87.0,67.0,0.77,65.0,0.75,2.0,0.02,5.0,325.0,192.0,0.59,191.0,0.59,17.0,0.05,0.0
16,2021-09-03 20:58:17.336000,@CTZ21-@CTK22,COTTON #2,0.17,0.63,0.08,0.08,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,0.67,2.0,0.67,1.0,0.33,2.0
17,2021-09-03 20:58:06.079757,QNGZ21-QNGF22,NATURAL GAS,-0.001,-0.32,0.25,0.0,0.25,56.0,41.0,0.73,32.0,0.57,0.0,0.0,1.0,201.0,170.0,0.85,82.0,0.41,0.0,0.0,0.0,663.0,297.0,0.45,201.0,0.3,0.0,0.0,0.0
18,2021-09-03 20:57:17.502432,QNGX21-QNGH22,NATURAL GAS,-0.005,-0.22,0.25,0.17,0.08,17.0,10.0,0.59,8.0,0.47,0.0,0.0,1.0,69.0,30.0,0.43,44.0,0.64,0.0,0.0,-1.0,113.0,57.0,0.5,60.0,0.53,0.0,0.0,1.0
19,2021-09-03 20:56:57.428849,QNGF22-QNGH22,NATURAL GAS,-0.005,-0.32,0.17,0.17,0.0,137.0,0.0,0.0,96.0,0.7,0.0,0.0,0.0,267.0,49.0,0.18,192.0,0.72,0.0,0.0,-1.0,779.0,433.0,0.56,517.0,0.66,0.0,0.0,-1.0
20,2021-09-03 20:57:31.533253,QNGX21-QNGF22,NATURAL GAS,-0.001,-0.14,0.34,0.17,0.17,53.0,47.0,0.89,18.0,0.34,0.0,0.0,1.0,99.0,65.0,0.66,33.0,0.33,0.0,0.0,0.0,213.0,129.0,0.61,89.0,0.42,0.0,0.0,0.0
21,2021-09-03 20:57:44.125511,QNGK22-QNGM22,NATURAL GAS,0.0,0.0,0.42,0.42,0.0,8.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,9.0,9.0,1.0,9.0,1.0,0.0,0.0,0.0,34.0,33.0,0.97,33.0,0.97,0.0,0.0,0.0
22,2021-09-03 20:24:40.239000,@KCK22-@KCN22,COFFEE C,0.0,0.0,,,,,,,,,,,,,,,,,,,,392.0,392.0,1.0,365.0,0.93,0.0,0.0,0.0
23,2021-09-03 20:14:41.682000,@KCZ21-@KCN22,COFFEE C,-0.05,-0.33,,,,,,,,,,,,,,,,,,,,5.0,0.0,0.0,2.0,0.4,0.0,0.0,0.0
